kaltmiete_listing,overpriced,floor,furnished,num_photos,total_floors,building_age_years,listing_date,wg_typ,year_built,priority_score,num_rooms,plz,balcony,days_online,living_area_m2,stadtteil,living_area_text,energieausweis,dist_uni_km,contact_type,heating_type,kitchen,dist_uni_min,elevator,clicks_last_week,listing_id,nebenkosten_eur
701 warm,True,2. OG,teilmöbliert,20,4,10,12.02.2026,Frauen-WG,2016,6,2.5,93051,ja,61,26.7,Kumpfmühl,27 m²,D,5.0,Privat,Öl,Pantry,20,ja,33,INS-2026-57896,136
Kaltmiete: 718 €,True,DG,unmöbliert,12,3,80,17.04.2026,gemischt,1946,1,2.0,93047,ja,75,29.3,Innenstadt,29.3 m2,B,7.7,Privat,Gasetagenheizung,Einbauküche,31,ja,173,INS-2026-88131,91
"342,00 EUR",False,1. OG,unmöbliert,21,6,73,31.05.2026,Männer-WG,1953,2,2.0,93055,ja,85,26.2,Ostenviertel,26 m²,F,5.6,Privat,Nachtspeicher,Pantry,22,nein,294,INS-2026-38958,108
667 warm,True,EG,unmöbliert,5,4,27,20.06.2026,gemischt,1999,1,2.0,93047,ja,20,18.9,Innenstadt,19 m²,G,6.7,Makler,Zentralheizung,Einbauküche,26,nein,292,INS-2026-39465,169
443 €,False,DG,unmöbliert,11,1,35,23.06.2026,Berufstätigen-WG,1991,6,3.0,93047,nein,24,20.0,Innenstadt,20.0 m2,F,8.3,Privat,Gasetagenheizung,Einbauküche,33,ja,229,INS-2026-19196,120
"443,00 EUR",False,EG,unmöbliert,4,6,79,02.01.2026,Studenten-WG,1947,6,2.0,93051,ja,18,24.5,Kumpfmühl,"24,5 qm",C,5.0,Privat,Fernwärme,keine,20,nein,191,INS-2026-98954,124
"328,00 EUR",True,DG,möbliert,11,5,17,04.03.2026,Studenten-WG,2009,5,1.0,93055,nein,51,16.7,Ostenviertel,16.7 m2,D,11.0,Makler,Öl,Pantry,43,ja,213,INS-2026-42297,172
333 €,False,EG,unmöbliert,10,4,56,04.02.2026,Frauen-WG,1970,4,1.5,93049,ja,44,20.9,Karthaus-Prüll,21 m²,A+,2.6,Privat,Gasetagenheizung,Pantry,11,ja,162,INS-2026-58072,113
506,False,Souterrain,teilmöbliert,23,2,12,02.02.2026,Frauen-WG,2014,10,2.0,93053,ja,15,25.7,Galgenberg,"25,7 qm",D,9.6,Privat,Nachtspeicher,Pantry,39,nein,52,INS-2026-46403,124
547 kalt,True,3. OG,teilmöbliert,6,7,98,23.02.2026,Berufstätigen-WG,1928,7,1.5,93053,nein,24,25.3,Galgenberg,25 m²,C,10.1,Privat,Fernwärme,Einbauküche,40,nein,169,INS-2026-78276,133
689 warm,True,EG,teilmöbliert,6,1,121,08.05.2026,gemischt,1905,7,1.0,93053,ja,55,22.3,Galgenberg,22 m²,F,2.2,Makler,Gasetagenheizung,Einbauküche,9,ja,14,INS-2026-10005,98
370,False,EG,unmöbliert,2,5,79,27.01.2026,gemischt,1947,10,3.0,93053,ja,41,24.2,Galgenberg,24 m²,E,6.7,Makler,Zentralheizung,Pantry,27,ja,275,INS-2026-76602,167
495 warm,True,2. OG,möbliert,24,5,83,27.05.2026,Studenten-WG,1943,2,1.0,93059,ja,31,18.6,Reinhausen,19 m²,D,3.6,Privat,Zentralheizung,Pantry,14,ja,231,INS-2026-36646,120
458,True,2. OG,möbliert,12,4,5,30.03.2026,Studenten-WG,2021,5,1.5,93051,ja,10,25.4,Dechbetten,25.4 m2,G,2.3,Makler,Gasetagenheizung,Einbauküche,9,nein,295,INS-2026-35427,143
kalt 341€,True,1. OG,teilmöbliert,12,3,117,17.06.2026,Frauen-WG,1909,4,2.0,93059,nein,27,21.0,Reinhausen,21 m²,E,10.7,Privat,Gasetagenheizung,keine,44,ja,93,INS-2026-10343,103
350 warm,False,4. OG,unmöbliert,20,1,54,16.03.2026,Studenten-WG,1972,4,3.0,93055,ja,39,19.5,Burgweinting,"19,5 qm",D,6.0,Privat,Zentralheizung,Pantry,23,nein,100,INS-2026-20842,161
"34,00 EUR",False,EG,teilmöbliert,18,4,53,15.06.2026,Studenten-WG,1973,4,2.0,93053,nein,46,21.1,Kasernenviertel,"21,1 qm",G,8.8,Privat,Gasetagenheizung,Pantry,35,ja,60,INS-2026-81256,144
468 warm,True,4. OG,unmöbliert,6,3,70,20.03.2026,Studenten-WG,1956,3,1.0,93053,nein,20,13.6,Galgenberg,"13,6 qm",E,1.5,Makler,Gasetagenheizung,Einbauküche,5,ja,28,INS-2026-33543,155
"324,00 EUR",False,1. OG,unmöbliert,14,7,19,15.01.2026,gemischt,2007,4,2.5,93049,nein,66,22.9,Großprüfening,23 m²,A,2.9,Privat,Fernwärme,Pantry,12,nein,165,INS-2026-76823,61
"301,00 EUR",False,3. OG,unmöbliert,7,6,94,03.03.2026,Studenten-WG,1932,8,1.0,93053,ja,2,15.5,Kasernenviertel,15.5 m2,F,2.6,Privat,Gasetagenheizung,Pantry,11,nein,270,INS-2026-92178,126
239,False,EG,teilmöbliert,10,1,73,21.03.2026,gemischt,1953,6,2.5,93051,ja,90,14.1,Kumpfmühl,14.1 m2,F,5.4,Privat,Gasetagenheizung,Pantry,21,nein,104,INS-2026-46019,145
603 €,True,EG,unmöbliert,19,1,25,02.04.2026,Berufstätigen-WG,2001,6,2.0,93047,nein,26,24.1,Innenstadt,24.1 m2,F,2.3,Privat,Gasetagenheizung,Pantry,9,nein,249,INS-2026-38830,164
468,True,3. OG,teilmöbliert,4,2,94,22.06.2026,gemischt,1932,3,2.0,93051,nein,34,24.6,Kumpfmühl,25 m²,E,10.8,Makler,Zentralheizung,Einbauküche,43,ja,85,INS-2026-55247,169
435,True,2. OG,teilmöbliert,16,5,86,26.06.2026,gemischt,1940,8,2.0,93049,ja,20,22.8,Westenviertel,23 m²,H,2.1,Privat,Zentralheizung,Pantry,8,nein,66,INS-2026-91528,171
410 €,False,2. OG,unmöbliert,10,7,28,23.05.2026,gemischt,1998,7,3.0,93051,nein,4,26.1,Königswiesen,26.1 m2,A,8.9,Privat,Fernwärme,Einbauküche,36,ja,262,INS-2026-40345,73
318 warm,False,4. OG,möbliert,21,1,38,09.01.2026,Studenten-WG,1988,9,2.0,93051,nein,1,13.6,Kumpfmühl,14 m²,C,10.6,Genossenschaft,Öl,Einbauküche,43,nein,288,INS-2026-76074,103
"463,00 EUR",False,2. OG,unmöbliert,2,5,43,06.06.2026,Studenten-WG,1983,1,2.0,93053,ja,64,26.0,Galgenberg,26.0 m2,A+,3.1,Makler,Nachtspeicher,Pantry,12,nein,96,INS-2026-18125,87
307,False,2. OG,unmöbliert,12,7,67,07.01.2026,Studenten-WG,1959,10,3.0,93047,nein,36,15.9,Innenstadt,"15,9 qm",D,11.2,Privat,Zentralheizung,Einbauküche,45,nein,95,INS-2026-10017,55
551 warm,True,1. OG,unmöbliert,6,2,6,09.01.2026,Studenten-WG,2020,9,1.0,93049,ja,40,32.7,Großprüfening,"32,7 qm",D,7.7,Privat,Öl,Einbauküche,30,ja,156,INS-2026-67559,64
423 warm,False,2. OG,unmöbliert,12,6,62,30.05.2026,Studenten-WG,1964,2,2.0,93049,nein,86,19.4,Westenviertel,19.4 m2,D,4.3,Privat,Nachtspeicher,Einbauküche,17,ja,17,INS-2026-91418,129
614 warm,True,DG,teilmöbliert,22,2,73,19.05.2026,gemischt,1953,4,1.0,93053,nein,10,20.9,Kasernenviertel,21 m²,B,4.5,Makler,Zentralheizung,Pantry,19,ja,8,INS-2026-60228,117
455 warm,False,EG,unmöbliert,2,2,70,24.05.2026,Studenten-WG,1956,6,3.0,93055,nein,32,23.5,Ostenviertel,23.5 m2,D,9.2,Privat,Zentralheizung,Pantry,37,nein,297,INS-2026-18941,163
297 warm,False,4. OG,unmöbliert,6,3,53,14.03.2026,gemischt,1973,1,3.0,93059,ja,21,16.1,Stadtamhof,"16,1 qm",D,10.5,Makler,Gasetagenheizung,keine,42,nein,87,INS-2026-63131,65
437 warm,False,3. OG,unmöbliert,4,6,75,21.03.2026,Studenten-WG,1951,10,2.0,93051,ja,5,20.3,Kumpfmühl,20.3 m2,B,8.6,Privat,Gasetagenheizung,Einbauküche,34,nein,241,INS-2026-75477,126
480,True,EG,teilmöbliert,18,1,74,11.04.2026,Frauen-WG,1952,2,3.0,93059,ja,80,18.3,Stadtamhof,"18,3 qm",A+,1.8,Genossenschaft,Fernwärme,Einbauküche,8,nein,21,INS-2026-16438,122
521 warm,True,EG,unmöbliert,10,5,7,02.03.2026,Studenten-WG,2019,5,2.0,93049,ja,59,19.3,Westenviertel,"19,3 qm",C,1.6,Makler,Zentralheizung,Pantry,6,nein,156,INS-2026-46746,84
521 €,True,2. OG,unmöbliert,18,6,17,26.06.2026,gemischt,2009,9,2.0,93051,nein,41,31.7,Königswiesen,"31,7 qm",B,3.5,Privat,Fernwärme,Einbauküche,13,nein,286,INS-2026-33859,71
331 warm,True,1. OG,unmöbliert,24,5,61,31.05.2026,Männer-WG,1965,3,1.5,93051,nein,56,14.3,Dechbetten,14 m²,A,3.8,Privat,Fernwärme,Einbauküche,15,nein,280,INS-2026-54492,127
"438,00 EUR",False,2. OG,unmöbliert,19,3,31,17.02.2026,gemischt,1995,1,2.5,93049,nein,26,28.2,Westenviertel,28.2 m2,E,7.5,Makler,Pellet,Einbauküche,29,nein,39,INS-2026-37881,98
440 €,True,EG,teilmöbliert,15,4,100,08.06.2026,Männer-WG,1926,9,1.5,93053,nein,48,17.9,Galgenberg,18 m²,F,8.4,Privat,Fernwärme,Einbauküche,33,nein,50,INS-2026-74468,159
292 €,False,EG,teilmöbliert,25,7,39,16.01.2026,Studenten-WG,1987,2,2.0,93051,ja,60,24.3,Ziegetsdorf,24 m²,F,10.4,Genossenschaft,Fernwärme,Einbauküche,42,ja,200,INS-2026-17808,170
495,True,EG,teilmöbliert,13,1,15,09.04.2026,gemischt,2011,2,1.0,93049,ja,12,19.1,Westenviertel,19.1 m2,A,5.0,Privat,Gasetagenheizung,Pantry,20,ja,143,INS-2026-26738,79
571 warm,True,1. OG,möbliert,5,3,10,11.01.2026,Studenten-WG,2016,10,2.0,93053,nein,6,19.3,Galgenberg,19 m²,B,5.7,Privat,Zentralheizung,Pantry,23,nein,88,INS-2026-22402,84
440,True,2. OG,teilmöbliert,11,3,111,08.05.2026,gemischt,1915,3,2.0,93049,ja,7,21.7,Westenviertel,21.7 m2,D,10.2,Genossenschaft,Zentralheizung,Einbauküche,42,nein,182,INS-2026-85550,56
269 €,False,Souterrain,unmöbliert,12,5,83,07.01.2026,gemischt,1943,2,1.0,93055,nein,56,21.6,Burgweinting,21.6 m2,B,10.5,Privat,Zentralheizung,Pantry,41,nein,60,INS-2026-30921,73
"395,00 EUR",True,1. OG,unmöbliert,14,7,106,03.01.2026,Berufstätigen-WG,1920,9,3.0,93051,ja,24,19.2,Kumpfmühl,19.2 m2,D,3.7,Privat,Öl,Einbauküche,15,nein,122,INS-2026-90693,146
344 warm,False,DG,teilmöbliert,7,1,96,06.01.2026,Studenten-WG,1930,4,2.0,93055,ja,31,20.5,Ostenviertel,"20,5 qm",E,5.8,Makler,Nachtspeicher,keine,23,nein,33,INS-2026-37110,72
280,True,1. OG,teilmöbliert,7,6,7,19.02.2026,gemischt,2019,9,2.0,93053,ja,11,10.9,Kasernenviertel,"10,9 qm",E,9.5,Privat,Zentralheizung,Pantry,38,nein,287,INS-2026-86932,154
568,False,EG,unmöbliert,3,5,14,10.04.2026,Frauen-WG,2012,1,3.0,93047,nein,75,24.4,Innenstadt,24.4 m2,A+,5.3,Privat,Pellet,Einbauküche,21,nein,32,INS-2026-86732,56
413 warm,True,2. OG,unmöbliert,12,7,19,11.01.2026,Studenten-WG,2007,8,1.0,93049,ja,53,15.0,Westenviertel,15.0 m2,D,6.1,Privat,Gasetagenheizung,Einbauküche,25,nein,117,INS-2026-74637,117
389,False,4. OG,unmöbliert,19,7,26,24.01.2026,Frauen-WG,2000,10,2.5,93051,nein,13,25.4,Kumpfmühl,"25,4 qm",F,3.1,Makler,Gasetagenheizung,Einbauküche,12,nein,6,INS-2026-38736,172
"372,00 EUR",False,EG,teilmöbliert,20,6,61,02.04.2026,Berufstätigen-WG,1965,3,3.0,93053,ja,18,20.6,Kasernenviertel,20.6 m2,F,4.8,Privat,Gasetagenheizung,Einbauküche,19,nein,255,INS-2026-22971,140
440 €,False,EG,möbliert,15,2,61,05.06.2026,gemischt,1965,3,2.0,93053,nein,35,24.4,Galgenberg,24.4 m2,C,10.9,Privat,Nachtspeicher,Einbauküche,44,ja,46,INS-2026-81870,86
"315,00 EUR",False,Souterrain,unmöbliert,14,2,54,24.03.2026,Studenten-WG,1972,1,1.0,93049,ja,85,20.5,Westenviertel,20 m²,F,6.0,Privat,Öl,Einbauküche,24,ja,240,INS-2026-64984,130
261 kalt,False,EG,unmöbliert,19,5,39,14.05.2026,Studenten-WG,1987,5,2.0,93053,nein,65,16.5,Galgenberg,16.5 m2,G,4.8,Makler,Gasetagenheizung,Pantry,19,ja,59,INS-2026-43863,66
253,False,DG,teilmöbliert,20,3,68,18.01.2026,Frauen-WG,1958,7,2.0,93059,nein,78,18.0,Reinhausen,18 m²,G,8.8,Privat,Fernwärme,Pantry,35,ja,127,INS-2026-66024,114
292 warm,False,3. OG,teilmöbliert,5,1,88,17.03.2026,gemischt,1938,8,3.0,93059,ja,31,15.2,Stadtamhof,15 m²,A,6.7,Privat,Nachtspeicher,Einbauküche,28,nein,275,INS-2026-61321,45
"576,00 EUR",True,DG,möbliert,16,4,5,24.06.2026,gemischt,2021,2,1.0,93053,nein,55,20.9,Kasernenviertel,21 m²,B,1.2,Makler,Gasetagenheizung,Einbauküche,5,nein,119,INS-2026-75873,54
406 €,True,EG,teilmöbliert,21,3,10,08.06.2026,Berufstätigen-WG,2016,8,3.0,93053,ja,21,16.4,Kasernenviertel,16.4 m2,A,10.7,Makler,Gasetagenheizung,Einbauküche,44,nein,276,INS-2026-48363,133
206,True,1. OG,teilmöbliert,24,3,13,18.02.2026,Studenten-WG,2013,10,2.0,93059,nein,33,11.9,Reinhausen,11.9 m2,H,8.8,Privat,Zentralheizung,keine,37,ja,12,INS-2026-38251,160
"347,00 EUR",False,1. OG,unmöbliert,16,5,57,15.02.2026,gemischt,1969,7,3.0,93051,ja,51,22.6,Königswiesen,"22,6 qm",E,2.7,Privat,Zentralheizung,Pantry,11,nein,201,INS-2026-97702,96
Kaltmiete: 436 €,False,1. OG,unmöbliert,17,2,61,13.05.2026,Studenten-WG,1965,3,1.0,93049,ja,19,27.3,Karthaus-Prüll,"27,3 qm",D,8.2,Privat,Nachtspeicher,Einbauküche,32,nein,227,INS-2026-70971,121
"294,00 EUR",False,EG,teilmöbliert,20,1,73,13.05.2026,gemischt,1953,9,2.0,93051,nein,64,16.8,Kumpfmühl,17 m²,B,10.0,Makler,Fernwärme,Einbauküche,40,ja,194,INS-2026-12615,58
185 €,True,EG,teilmöbliert,16,3,19,06.05.2026,Studenten-WG,2007,10,1.0,93055,nein,33,12.8,Burgweinting,12.8 m2,G,8.0,Privat,Nachtspeicher,Pantry,32,nein,82,INS-2026-92848,74
"387,00 EUR",False,2. OG,unmöbliert,15,3,115,18.01.2026,gemischt,1911,3,3.0,93049,nein,62,23.9,Westenviertel,23.9 m2,D,5.2,Privat,Gasetagenheizung,Einbauküche,22,nein,119,INS-2026-15436,61
375 warm,False,4. OG,teilmöbliert,24,7,88,22.06.2026,gemischt,1938,7,1.0,93049,nein,89,18.5,Großprüfening,"18,5 qm",B,8.2,Privat,Gasetagenheizung,Pantry,33,nein,126,INS-2026-47316,123
481 warm,True,3. OG,möbliert,17,4,3,22.01.2026,Berufstätigen-WG,2023,4,2.0,93051,ja,22,18.5,Ziegetsdorf,18 m²,E,5.3,Privat,Fernwärme,Einbauküche,21,ja,179,INS-2026-30280,131
642 warm,True,1. OG,unmöbliert,2,4,6,21.04.2026,gemischt,2020,5,1.0,93053,ja,65,18.2,Kasernenviertel,18.2 m2,E,1.9,Privat,Zentralheizung,Einbauküche,8,ja,208,INS-2026-51845,124
311 €,True,1. OG,möbliert,17,3,28,15.03.2026,gemischt,1998,7,2.5,93049,ja,16,19.4,Großprüfening,"19,4 qm",D,4.9,Privat,Pellet,Einbauküche,20,ja,133,INS-2026-99092,132
425 €,True,DG,unmöbliert,11,3,26,17.05.2026,gemischt,2000,10,2.0,93053,ja,2,15.8,Kasernenviertel,"15,8 qm",E,3.6,Makler,Fernwärme,Einbauküche,14,ja,111,INS-2026-54784,133
311 warm,False,1. OG,teilmöbliert,5,5,45,26.03.2026,gemischt,1981,7,2.5,93049,nein,90,14.7,Westenviertel,14.7 m2,A+,4.0,Privat,Nachtspeicher,keine,16,ja,182,INS-2026-55805,85
Kaltmiete: 477 €,True,EG,unmöbliert,3,1,116,25.06.2026,Studenten-WG,1910,6,2.0,93051,nein,32,23.6,Kumpfmühl,"23,6 qm",A,8.7,Makler,Gasetagenheizung,Einbauküche,35,nein,258,INS-2026-67390,118
413,True,2. OG,möbliert,2,1,11,09.04.2026,Studenten-WG,2015,6,1.0,93055,nein,44,17.7,Ostenviertel,"17,7 qm",C,8.1,Privat,Gasetagenheizung,Einbauküche,32,ja,212,INS-2026-66632,80
666 kalt,True,1. OG,möbliert,3,2,12,26.05.2026,Berufstätigen-WG,2014,7,1.5,93053,ja,87,21.2,Galgenberg,"21,2 qm",D,6.5,Privat,Fernwärme,Pantry,26,nein,206,INS-2026-52809,61
"247,00 EUR",False,3. OG,teilmöbliert,10,3,29,20.04.2026,Berufstätigen-WG,1997,7,2.5,93049,nein,61,18.9,Großprüfening,"18,9 qm",D,2.4,Privat,Nachtspeicher,Pantry,10,nein,300,INS-2026-36476,90
224,False,Souterrain,möbliert,11,2,69,25.02.2026,Studenten-WG,1957,2,3.0,93059,nein,25,16.5,Reinhausen,16 m²,D,11.5,Makler,Zentralheizung,Einbauküche,45,nein,19,INS-2026-30330,65
171 kalt,False,1. OG,teilmöbliert,15,1,62,05.06.2026,Studenten-WG,1964,8,3.0,93055,nein,68,13.0,Ostenviertel,"13,0 qm",C,5.6,Privat,Gasetagenheizung,Einbauküche,24,ja,107,INS-2026-30856,89
711 kalt,True,DG,möbliert,11,6,11,22.06.2026,gemischt,2015,2,2.0,93047,ja,83,21.0,Innenstadt,21 m²,F,2.2,Privat,Öl,Einbauküche,8,ja,84,INS-2026-79905,83
396 €,False,2. OG,unmöbliert,12,6,76,26.01.2026,Berufstätigen-WG,1950,4,2.0,93059,ja,23,27.9,Reinhausen,28 m²,G,10.3,Genossenschaft,Öl,Einbauküche,41,nein,117,INS-2026-39571,96
"229,00 EUR",False,DG,teilmöbliert,2,6,64,23.03.2026,Studenten-WG,1962,4,1.5,93059,ja,22,17.5,Reinhausen,18 m²,D,4.7,Genossenschaft,Gasetagenheizung,keine,18,nein,48,INS-2026-40009,109
412 warm,True,EG,möbliert,24,2,44,22.02.2026,Frauen-WG,1982,9,3.0,93055,ja,75,23.1,Burgweinting,23 m²,C,4.4,Privat,Gasetagenheizung,Einbauküche,17,ja,100,INS-2026-90397,68
425 warm,True,EG,teilmöbliert,8,3,31,25.06.2026,Frauen-WG,1995,6,2.0,93049,nein,52,19.0,Westenviertel,"19,0 qm",A+,6.3,Makler,Zentralheizung,Pantry,26,nein,219,INS-2026-58017,62
360,True,2. OG,teilmöbliert,12,2,28,14.03.2026,Frauen-WG,1998,1,3.0,93051,nein,6,21.7,Königswiesen,"21,7 qm",A+,6.4,Privat,Gasetagenheizung,Einbauküche,25,nein,9,INS-2026-87034,85
381 kalt,False,2. OG,unmöbliert,6,2,29,20.01.2026,Studenten-WG,1997,8,2.0,93047,ja,80,16.1,Innenstadt,16 m²,B,7.9,Privat,Fernwärme,Einbauküche,32,ja,237,INS-2026-23186,83
499,False,2. OG,unmöbliert,23,6,120,15.01.2026,gemischt,1906,2,3.0,93053,nein,68,28.2,Galgenberg,28 m²,C,10.7,Privat,Zentralheizung,Einbauküche,42,nein,300,INS-2026-59986,83
"224,00 EUR",False,4. OG,teilmöbliert,6,3,102,09.01.2026,Frauen-WG,1924,2,3.0,93055,nein,39,19.1,Burgweinting,19 m²,B,8.5,Privat,Gasetagenheizung,Pantry,34,nein,201,INS-2026-98393,91
283,True,2. OG,unmöbliert,13,7,42,16.01.2026,Berufstätigen-WG,1984,2,1.5,93055,nein,33,17.2,Ostenviertel,"17,2 qm",A+,6.6,Privat,Fernwärme,Einbauküche,27,ja,191,INS-2026-66482,83
355 warm,False,2. OG,unmöbliert,5,7,58,03.04.2026,gemischt,1968,4,2.5,93049,ja,15,17.1,Großprüfening,"17,1 qm",A,3.7,Makler,Gasetagenheizung,Einbauküche,15,ja,70,INS-2026-25104,112
"249,00 EUR",True,1. OG,unmöbliert,23,4,19,25.06.2026,Studenten-WG,2007,2,2.0,93059,ja,79,14.3,Reinhausen,"14,3 qm",D,4.4,Privat,Zentralheizung,Einbauküche,18,nein,123,INS-2026-33841,67
225,False,4. OG,unmöbliert,25,1,112,18.06.2026,gemischt,1914,4,2.0,93051,ja,62,18.4,Ziegetsdorf,18.4 m2,E,2.9,Privat,Gasetagenheizung,keine,12,nein,156,INS-2026-99766,151
"351,00 EUR",False,4. OG,möbliert,12,2,70,09.05.2026,gemischt,1956,9,3.0,93055,nein,17,23.7,Ostenviertel,24 m²,C,1.6,Makler,Pellet,Einbauküche,7,nein,32,INS-2026-20973,62
317,False,4. OG,teilmöbliert,15,2,95,31.05.2026,Frauen-WG,1931,10,3.0,93053,nein,60,19.8,Galgenberg,"19,8 qm",G,7.0,Privat,Gasetagenheizung,Einbauküche,27,nein,174,INS-2026-69775,79
555 €,True,EG,möbliert,2,4,88,15.01.2026,Frauen-WG,1938,1,1.5,93047,nein,63,16.0,Innenstadt,16 m²,E,1.4,Privat,Zentralheizung,Einbauküche,6,nein,5,INS-2026-58018,134
440 warm,False,1. OG,unmöbliert,18,3,81,04.02.2026,gemischt,1945,10,2.0,93055,ja,51,20.9,Burgweinting,21 m²,H,10.0,Privat,Fernwärme,Pantry,40,ja,47,INS-2026-36732,152
349,True,DG,möbliert,16,1,31,02.06.2026,Frauen-WG,1995,9,2.0,93055,ja,70,20.4,Ostenviertel,20.4 m2,D,8.2,Privat,Zentralheizung,Einbauküche,32,nein,201,INS-2026-73649,135
kalt 560€,True,EG,möbliert,18,6,40,03.05.2026,Männer-WG,1986,2,2.0,93049,ja,46,27.8,Karthaus-Prüll,28 m²,A,4.1,Privat,Gasetagenheizung,Einbauküche,16,nein,40,INS-2026-15147,122
383,True,2. OG,teilmöbliert,8,7,7,11.01.2026,gemischt,2019,3,2.0,93051,nein,25,17.5,Kumpfmühl,"17,5 qm",H,3.7,Privat,Gasetagenheizung,Einbauküche,15,nein,201,INS-2026-98631,90
"186,00 EUR",False,2. OG,unmöbliert,19,5,82,05.02.2026,Studenten-WG,1944,6,1.5,93051,nein,6,16.4,Dechbetten,16.4 m2,E,6.8,Genossenschaft,Gasetagenheizung,Einbauküche,27,nein,172,INS-2026-96482,161
392 €,True,1. OG,teilmöbliert,25,3,105,16.01.2026,Frauen-WG,1921,10,2.0,93047,nein,70,15.0,Innenstadt,"15,0 qm",E,10.7,Makler,Fernwärme,Einbauküche,43,nein,201,INS-2026-17678,121
Kaltmiete: 405 €,True,2. OG,unmöbliert,14,7,65,26.03.2026,gemischt,1961,10,2.0,93051,ja,75,29.0,Dechbetten,"29,0 qm",D,3.3,Makler,Zentralheizung,Pantry,13,nein,91,INS-2026-30147,86
200,False,1. OG,unmöbliert,3,2,53,30.03.2026,Studenten-WG,1973,3,1.0,93049,ja,77,14.5,Großprüfening,14.5 m2,E,8.3,Makler,Öl,Einbauküche,34,nein,62,INS-2026-29939,100
"411,00 EUR",False,4. OG,unmöbliert,6,3,93,30.01.2026,gemischt,1933,1,1.5,93051,nein,22,28.4,Kumpfmühl,28.4 m2,D,5.2,Makler,Nachtspeicher,Pantry,21,nein,61,INS-2026-54635,77
kalt 469€,True,1. OG,teilmöbliert,10,5,33,08.06.2026,Studenten-WG,1993,6,2.5,93049,ja,86,27.4,Karthaus-Prüll,"27,4 qm",C,8.0,Privat,Fernwärme,Einbauküche,32,ja,231,INS-2026-83005,109
222,False,1. OG,unmöbliert,15,3,93,11.01.2026,Studenten-WG,1933,9,2.0,93051,nein,34,18.8,Königswiesen,18.8 m2,B,9.7,Privat,Nachtspeicher,Pantry,39,ja,83,INS-2026-61282,98
408 warm,True,2. OG,möbliert,11,1,110,24.06.2026,gemischt,1916,1,2.5,93059,ja,15,13.7,Reinhausen,14 m²,F,1.4,Privat,Nachtspeicher,Einbauküche,6,ja,101,INS-2026-36904,125
473 warm,True,1. OG,teilmöbliert,17,6,102,28.05.2026,Studenten-WG,1924,6,2.0,93049,ja,79,19.7,Großprüfening,"19,7 qm",F,1.2,Genossenschaft,Zentralheizung,Einbauküche,5,nein,20,INS-2026-60867,92
553 warm,True,3. OG,möbliert,12,7,33,16.06.2026,Frauen-WG,1993,1,1.0,93049,ja,87,16.2,Westenviertel,"16,2 qm",C,3.1,Privat,Gasetagenheizung,Einbauküche,11,ja,19,INS-2026-81741,87
770,True,2. OG,teilmöbliert,17,2,92,14.04.2026,gemischt,1934,2,2.0,93059,nein,21,31.2,Stadtamhof,"31,2 qm",D,4.5,Makler,Zentralheizung,Einbauküche,17,ja,103,INS-2026-71289,98
235 €,True,Souterrain,unmöbliert,21,6,97,10.05.2026,gemischt,1929,9,1.0,93049,ja,31,15.7,Großprüfening,16 m²,F,6.6,Privat,Öl,Pantry,26,ja,233,INS-2026-62652,81
333,True,2. OG,möbliert,20,7,99,15.05.2026,gemischt,1927,1,1.0,93051,ja,74,18.4,Ziegetsdorf,18 m²,E,11.4,Privat,Zentralheizung,Einbauküche,45,ja,29,INS-2026-63743,156
263,False,3. OG,teilmöbliert,2,7,92,11.03.2026,gemischt,1934,4,1.5,93053,nein,56,13.8,Galgenberg,13.8 m2,D,8.1,Genossenschaft,Öl,keine,33,nein,262,INS-2026-73600,159
"328,00 EUR",True,EG,unmöbliert,25,2,120,19.04.2026,Männer-WG,1906,5,1.5,93053,ja,48,16.3,Kasernenviertel,"16,3 qm",G,6.8,Makler,Öl,Einbauküche,28,nein,281,INS-2026-77554,75
291 €,True,EG,möbliert,22,2,12,19.03.2026,Studenten-WG,2014,6,3.0,93049,ja,40,15.3,Westenviertel,15 m²,F,5.9,Privat,Fernwärme,Einbauküche,23,ja,292,INS-2026-45192,105
"451,00 EUR",True,1. OG,teilmöbliert,5,7,75,20.06.2026,Studenten-WG,1951,8,3.0,93053,ja,32,21.6,Kasernenviertel,22 m²,E,3.0,Genossenschaft,Zentralheizung,Pantry,12,nein,26,INS-2026-51171,114
491,True,3. OG,möbliert,19,5,101,16.03.2026,Studenten-WG,1925,5,3.0,93053,ja,59,21.8,Galgenberg,"21,8 qm",D,4.7,Privat,Fernwärme,Einbauküche,18,nein,9,INS-2026-54085,59
836 warm,True,1. OG,teilmöbliert,16,5,40,03.04.2026,gemischt,1986,10,1.0,93047,ja,68,26.2,Innenstadt,"26,2 qm",B,2.3,Privat,Gasetagenheizung,Einbauküche,10,nein,185,INS-2026-49201,52
"840,00 EUR",True,3. OG,unmöbliert,4,5,121,07.03.2026,gemischt,1905,9,2.0,93047,nein,8,30.9,Innenstadt,31 m²,D,1.8,Makler,Gasetagenheizung,Einbauküche,7,nein,0,INS-2026-94441,67
Kaltmiete: 426 €,True,EG,unmöbliert,2,3,6,18.06.2026,gemischt,2020,10,1.0,93051,ja,16,19.1,Kumpfmühl,19.1 m2,A,10.0,Makler,Gasetagenheizung,Pantry,39,nein,119,INS-2026-80116,94
